job_id,job_title,company_name,industry,job_location,employment_type,experience_required_years,salary_min,salary_max,skills_required,education_required,posted_date,scrape_date,job_source
466,Growth Analyst,Zomato,Artificial Intelligence,Chennai,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,11-04-2021,12-05-2021,Glassdoor
467,Customer Support Executive,Wipro,Software Development,Bhopal,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,12-04-2021,13-05-2021,Stack Overflow Jobs
468,Machine Learning Engineer,WNS Global Services,Banking & Insurance,Kochi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-04-2021,14-05-2021,Upwork
469,Technical Support Executive,PhonePe,Business Consulting,Chennai,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,14-04-2021,15-05-2021,AngelList
470,Data Analyst,PhonePe,Data & Analytics,Pune,Internship,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-04-2021,16-05-2021,CareerBuilder
471,Machine Learning Engineer,Salesforce,Telecom,Nagpur,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-04-2021,17-05-2021,Upwork
472,Social Media Executive,Persistent Systems,Software Development,Indore,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,17-04-2021,18-05-2021,Freelancer
473,Marketing Executive,Wipro,Telecom,Jaipur,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,18-04-2021,19-05-2021,Company Website
474,Generative AI Engineer,PwC,Information Technology,Lucknow,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-04-2021,20-05-2021,Company Website
475,QA Analyst,Accenture,Logistics & Supply Chain,Ranchi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-04-2021,21-05-2021,Company Website
476,Data Analyst,WNS Global Services,Cybersecurity,Paris,Full-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-04-2021,22-05-2021,Referral
477,Operations Executive,HGS,IT Services,Kochi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-04-2021,23-05-2021,Company Website
478,Customer Support Executive,KPMG,Human Resources Services,Noida,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,23-04-2021,24-05-2021,Referral
479,Growth Analyst,Amazon,E-commerce,Patna,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,24-04-2021,25-05-2021,Referral
480,BPO Team Lead,Sutherland Global,Digital Marketing,Patna,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,25-04-2021,26-05-2021,LinkedIn
481,Project Coordinator,Microsoft,BPO / KPO,Raipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-04-2021,27-05-2021,CareerBuilder
482,DevOps Engineer,Tech Mahindra,Human Resources Services,Chandigarh,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-04-2021,28-05-2021,SimplyHired
483,QA Analyst,Accenture,Digital Marketing,Ranchi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-04-2021,29-05-2021,Monster
484,Product Analyst,Birlasoft,Software Development,Mumbai,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-04-2021,30-05-2021,TimesJobs
485,Social Media Executive,Swiggy,Data & Analytics,Berlin,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,30-04-2021,31-05-2021,TimesJobs
486,Operations Executive,Wipro,Software Development,Goa,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-05-2021,01-06-2021,Freelancer
487,Test Engineer,PwC,Cloud Computing,Chennai,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-05-2021,02-06-2021,Company Website
488,DevOps Engineer,Microsoft,Data & Analytics,Bengaluru,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-05-2021,03-06-2021,GitHub Jobs
489,BPO Team Lead,HGS,BPO / KPO,Goa,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,04-05-2021,04-06-2021,Freelancer
490,Prompt Engineer,Deloitte,BPO / KPO,Gurgaon,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-05-2021,05-06-2021,Company Website
491,BPO Team Lead,Birlasoft,Information Technology,Toronto,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,06-05-2021,06-06-2021,Glassdoor
492,Information Security Engineer,Salesforce,Product & SaaS,Berlin,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-05-2021,07-06-2021,TimesJobs
493,Social Media Executive,LTIMindtree,Business Consulting,Gurgaon,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,08-05-2021,08-06-2021,Stack Overflow Jobs
494,Recruitment Executive,PwC,Healthcare Technology,Kolkata,Part-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,09-05-2021,09-06-2021,Glassdoor
495,Business Intelligence Analyst,Hexaware Technologies,EdTech,Jaipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-05-2021,10-06-2021,LinkedIn
496,Growth Analyst,Cyient,Human Resources Services,Kolkata,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,11-05-2021,11-06-2021,Referral
497,Cloud Data Engineer,Microsoft,Human Resources Services,Pune,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-05-2021,12-06-2021,TimesJobs
498,Analytics Engineer,Tata Consultancy Services,Business Consulting,Toronto,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-05-2021,13-06-2021,Upwork
499,Business Intelligence Analyst,Zoho,Telecom,Berlin,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-05-2021,14-06-2021,TimesJobs
500,Site Reliability Engineer,Adobe,E-commerce,Lucknow,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-05-2021,15-06-2021,Naukri.com
501,Digital Marketing Analyst,Tata Consultancy Services,BPO / KPO,Delhi,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,16-05-2021,16-06-2021,SimplyHired
502,Financial Analyst,Zoho,BPO / KPO,Raipur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-05-2021,17-06-2021,Indeed
503,Social Media Executive,Freshworks,E-commerce,Mumbai,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,18-05-2021,18-06-2021,Glassdoor
504,Telemarketing Executive,SAP,Healthcare Technology,Kochi,Contract,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,19-05-2021,19-06-2021,Monster
505,Frontend Developer,Cyient,Banking & Insurance,Goa,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-05-2021,20-06-2021,Company Website
506,Site Reliability Engineer,KPMG,BPO / KPO,London,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-05-2021,21-06-2021,Company Website
507,SEO Specialist,Birlasoft,Healthcare Technology,Toronto,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,22-05-2021,22-06-2021,TimesJobs
508,Call Center Agent,Tata Consultancy Services,Cybersecurity,Singapore,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,23-05-2021,23-06-2021,SimplyHired
509,Content Analyst,PhonePe,Human Resources Services,Berlin,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,24-05-2021,24-06-2021,CareerBuilder
510,Helpdesk Analyst,Adobe,IT Services,Bengaluru,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-05-2021,25-06-2021,Referral
511,AI Engineer,IBM India,Banking & Insurance,Singapore,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-05-2021,26-06-2021,Company Website
512,Fraud Detection Analyst,Microsoft,Data & Analytics,Noida,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-05-2021,27-06-2021,AngelList
513,Content Analyst,Accenture,Financial Services,Bengaluru,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,28-05-2021,28-06-2021,LinkedIn
514,Data Analyst,Sutherland Global,Software Development,Delhi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-05-2021,29-06-2021,TimesJobs
515,Information Security Engineer,Accenture,Information Technology,Bhopal,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-05-2021,30-06-2021,Freelancer
516,Content Analyst,Birlasoft,Cloud Computing,Toronto,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,31-05-2021,01-07-2021,TimesJobs
517,Telemarketing Executive,PwC,BPO / KPO,Dubai,Freelance,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,01-06-2021,02-07-2021,Naukri.com
518,BPO Team Lead,PhonePe,BPO / KPO,Toronto,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,02-06-2021,03-07-2021,Glassdoor
519,Content Analyst,Paytm,Business Consulting,London,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,03-06-2021,04-07-2021,Naukri.com
520,Data Analyst,Wipro,Product & SaaS,Pune,Contract,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-06-2021,05-07-2021,Indeed
521,Financial Analyst,Google,Telecom,San Francisco,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-06-2021,06-07-2021,Referral
522,Sales Executive,Reliance Jio,Banking & Insurance,Patna,Internship,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,06-06-2021,07-07-2021,Indeed
523,Customer Support Executive,WNS Global Services,Healthcare Technology,Mumbai,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,07-06-2021,08-07-2021,Glassdoor
524,Generative AI Engineer,Infosys,IT Services,Singapore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-06-2021,09-07-2021,Monster
525,Business Analyst,Persistent Systems,Healthcare Technology,Gurgaon,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-06-2021,10-07-2021,CareerBuilder
526,Platform Engineer,EY,Cloud Computing,London,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-06-2021,11-07-2021,SimplyHired
527,Machine Learning Engineer,Oracle,Healthcare Technology,Hyderabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-06-2021,12-07-2021,Indeed
528,Call Center Agent,Google,Banking & Insurance,Indore,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,12-06-2021,13-07-2021,Stack Overflow Jobs
529,Test Engineer,Infosys,Information Technology,Jaipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-06-2021,14-07-2021,LinkedIn
530,Marketing Executive,Byjus,Product & SaaS,Toronto,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,14-06-2021,15-07-2021,Indeed
531,Telemarketing Executive,Concentrix,Human Resources Services,Chennai,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,15-06-2021,16-07-2021,Company Website
532,Social Media Executive,WNS Global Services,Human Resources Services,Berlin,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,16-06-2021,17-07-2021,SimplyHired
533,SEO Specialist,Genpact,Telecom,Kochi,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,17-06-2021,18-07-2021,CareerBuilder
534,Site Reliability Engineer,WNS Global Services,Data & Analytics,Toronto,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-06-2021,19-07-2021,Monster
535,Generative AI Engineer,Genpact,Retail,Patna,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-06-2021,20-07-2021,Referral
536,Data Analyst,Concentrix,Software Development,Pune,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-06-2021,21-07-2021,Glassdoor
537,BPO Team Lead,HGS,Telecom,Toronto,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,21-06-2021,22-07-2021,TimesJobs
538,Data Analyst,Deloitte,BPO / KPO,Kolkata,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-06-2021,23-07-2021,Upwork
539,Call Center Agent,Zensar Technologies,Retail,Delhi,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,23-06-2021,24-07-2021,LinkedIn
540,Marketing Executive,Freshworks,Human Resources Services,Kolkata,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,24-06-2021,25-07-2021,Referral
541,Data Analyst,Microsoft,Digital Marketing,Ahmedabad,Contract,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-06-2021,26-07-2021,SimplyHired
542,Cloud Solutions Architect,Genpact,Product & SaaS,Paris,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-06-2021,27-07-2021,Upwork
543,Data Scientist,Concentrix,EdTech,Bhopal,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-06-2021,28-07-2021,Naukri.com
544,AI Engineer,Teleperformance,Cybersecurity,Nagpur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-06-2021,29-07-2021,Freelancer
545,Project Coordinator,Deloitte,Banking & Insurance,Ranchi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-06-2021,30-07-2021,GitHub Jobs
546,Full Stack Developer,Swiggy,Human Resources Services,Singapore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-06-2021,31-07-2021,Indeed
547,Risk & Compliance Analyst,Genpact,Financial Services,Goa,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-07-2021,01-08-2021,Stack Overflow Jobs
548,Data Analyst,Zomato,Telecom,Kochi,Contract,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-07-2021,02-08-2021,SimplyHired
549,Product Analyst,Paytm,IT Services,Toronto,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-07-2021,03-08-2021,Company Website
550,Backend Developer,Zoho,E-commerce,Kochi,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-07-2021,04-08-2021,SimplyHired
551,Full Stack Developer,LTIMindtree,Artificial Intelligence,Indore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-07-2021,05-08-2021,AngelList
552,Product Analyst,Adobe,Telecom,Hyderabad,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-07-2021,06-08-2021,Naukri.com
553,Content Analyst,Accenture,Product & SaaS,Lucknow,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,07-07-2021,07-08-2021,GitHub Jobs
554,Digital Marketing Analyst,Zomato,Banking & Insurance,Lucknow,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,08-07-2021,08-08-2021,GitHub Jobs
555,QA Analyst,Genpact,E-commerce,New York,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-07-2021,09-08-2021,Company Website
556,Growth Analyst,Cognizant,Data & Analytics,Delhi,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,10-07-2021,10-08-2021,CareerBuilder
557,SEO Specialist,Byjus,EdTech,Berlin,Internship,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,11-07-2021,11-08-2021,Company Website
558,Site Reliability Engineer,Zomato,Product & SaaS,Nagpur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-07-2021,12-08-2021,AngelList
559,Generative AI Engineer,Accenture,Business Consulting,Indore,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-07-2021,13-08-2021,Naukri.com
560,Technical Support Executive,IBM India,Product & SaaS,Dubai,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,14-07-2021,14-08-2021,Upwork
561,Fraud Detection Analyst,HCL Technologies,Artificial Intelligence,Ranchi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-07-2021,15-08-2021,CareerBuilder
562,Site Reliability Engineer,Meta,Retail,Singapore,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-07-2021,16-08-2021,Monster
563,Backend Developer,HCL Technologies,Human Resources Services,Pune,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-07-2021,17-08-2021,Naukri.com
564,Data Analyst,PwC,Logistics & Supply Chain,Noida,Part-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-07-2021,18-08-2021,Monster
565,Test Engineer,Tech Mahindra,Data & Analytics,Lucknow,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-07-2021,19-08-2021,Stack Overflow Jobs
566,QA Analyst,Byjus,Telecom,Mumbai,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-07-2021,20-08-2021,SimplyHired
567,Data Scientist,KPMG,Cybersecurity,Bhopal,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-07-2021,21-08-2021,Freelancer
568,Recruitment Executive,Swiggy,Banking & Insurance,Nagpur,Freelance,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,22-07-2021,22-08-2021,Naukri.com
569,SEO Specialist,Tech Mahindra,Banking & Insurance,Paris,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,23-07-2021,23-08-2021,Indeed
570,Machine Learning Engineer,Persistent Systems,Telecom,Toronto,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-07-2021,24-08-2021,Stack Overflow Jobs
571,Machine Learning Engineer,Deloitte,Data & Analytics,Patna,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-07-2021,25-08-2021,Naukri.com
572,Product Analyst,IBM India,Software Development,Noida,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-07-2021,26-08-2021,SimplyHired
573,Sales Executive,KPMG,Financial Services,Bengaluru,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,27-07-2021,27-08-2021,Company Website
574,Digital Marketing Analyst,Adobe,Information Technology,Jaipur,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,28-07-2021,28-08-2021,LinkedIn
575,Full Stack Developer,Meta,Product & SaaS,Kolkata,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-07-2021,29-08-2021,Freelancer
576,Telemarketing Executive,Salesforce,Software Development,Chandigarh,Full-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,30-07-2021,30-08-2021,LinkedIn
577,Content Analyst,Amazon,Product & SaaS,Lucknow,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,31-07-2021,31-08-2021,AngelList
578,Backend Developer,Persistent Systems,Data & Analytics,Gurgaon,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-08-2021,01-09-2021,Naukri.com
579,Data Analyst,Swiggy,Banking & Insurance,Gurgaon,Contract,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-08-2021,02-09-2021,Naukri.com
580,Operations Executive,Paytm,EdTech,Ranchi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-08-2021,03-09-2021,Upwork
581,Platform Engineer,Adobe,Information Technology,Patna,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-08-2021,04-09-2021,AngelList
582,Full Stack Developer,HGS,IT Services,Chennai,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-08-2021,05-09-2021,Indeed
583,Risk & Compliance Analyst,Oracle,Logistics & Supply Chain,Toronto,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-08-2021,06-09-2021,SimplyHired
584,IT Support Specialist,Wipro,Logistics & Supply Chain,Dubai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-08-2021,07-09-2021,GitHub Jobs
585,Call Center Agent,Ola,Cybersecurity,Goa,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,08-08-2021,08-09-2021,Naukri.com
586,Product Analyst,SAP,Retail,Dubai,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-08-2021,09-09-2021,Naukri.com
587,Customer Service Manager,Google,Artificial Intelligence,Indore,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,10-08-2021,10-09-2021,SimplyHired
588,SEO Specialist,Google,EdTech,Bengaluru,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,11-08-2021,11-09-2021,TimesJobs
589,Risk & Compliance Analyst,Reliance Jio,Product & SaaS,Raipur,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-08-2021,12-09-2021,Monster
590,HR Analyst,Genpact,Information Technology,Gurgaon,Part-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,13-08-2021,13-09-2021,AngelList
591,Generative AI Engineer,Tech Mahindra,Information Technology,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-08-2021,14-09-2021,TimesJobs
